nikon 4300,,,"the 4300 is a very durable , compact package , and i find nikon to be a brand that i can trust .",det####4300####the######nsubj####package####4300######cop####package####is######det####package####a######advmod####durable####very######amod####package####durable######amod####package####compact######nsubj####find####i######conj_and####package####find######acomp####find####nikon######aux####brand####to######cop####brand####be######det####brand####a######xcomp####nikon####brand######complm####trust####that######nsubj####trust####i######aux####trust####can######ccomp####brand####trust
,,,it comes with a 16mb flash_card that you will need to upgrade !,nsubj####comes####it######det####16mb####a######prep_with####comes####16mb######partmod####16mb####flash_card######complm####need####that######nsubj####need####you######xsubj####upgrade####you######aux####need####will######ccomp####flash_card####need######aux####upgrade####to######xcomp####need####upgrade
,,,"we got a 256mb card , and have been hard-pressed to fill it over a weekend .",nsubj####got####we######nsubj####hard-pressed####we######det####card####a######amod####card####256mb######dobj####got####card######aux####hard-pressed####have######cop####hard-pressed####been######conj_and####got####hard-pressed######aux####fill####to######xcomp####hard-pressed####fill######dobj####fill####it######det####weekend####a######prep_over####fill####weekend
,,,the only drawbacks that i have noticed :,det####drawbacks####the######amod####drawbacks####only######dobj####noticed####drawbacks######complm####noticed####that######nsubj####noticed####i######aux####noticed####have######dep####drawbacks####noticed
battery,,,"it comes with a rechargable battery that does not seem to last all that long , especially if you use the flash a lot .",nsubj####comes####it######det####battery####a######amod####battery####rechargable######prep_with####comes####battery######nsubj####seem####battery######aux####seem####does######neg####seem####not######rcmod####battery####seem######aux####last####to######xcomp####seem####last######dep####long####all######dep####long####that######advmod####last####long######advmod####use####especially######dep####use####if######nsubj####use####you######ccomp####last####use######det####flash####the######dobj####use####flash######det####lot####a######dep####flash####lot
,,,"so , it 's a good idea to purchase an extra battery to insure that you are not left hanging .",advmod####idea####so######nsubj####idea####it######cop####idea####'s######det####idea####a######amod####idea####good######aux####purchase####to######infmod####idea####purchase######det####battery####an######amod####battery####extra######dobj####purchase####battery######aux####insure####to######xcomp####purchase####insure######complm####left####that######nsubjpass####left####you######auxpass####left####are######neg####left####not######ccomp####insure####left######xcomp####left####hanging
auto-focus assist light,,,it does not have an auto-focus assist_light which is nice for taking shots in low-light situations it allows the camera to focus in low light .,nsubj####have####it######aux####have####does######neg####have####not######dep####allows####have######det####assist_light####an######amod####assist_light####auto-focus######dobj####have####assist_light######nsubj####nice####assist_light######cop####nice####is######rcmod####assist_light####nice######prepc_for####nice####taking######dobj####taking####shots######amod####situations####low-light######prep_in####taking####situations######nsubj####allows####it######det####camera####the######dobj####allows####camera######aux####focus####to######infmod####camera####focus######amod####light####low######prep_in####focus####light
,,,"i would say that this is not a major issue , but it can be slightly annoying if you care about these things .",nsubj####say####i######aux####say####would######complm####issue####that######nsubj####issue####this######cop####issue####is######neg####issue####not######det####issue####a######amod####issue####major######ccomp####say####issue######nsubj####annoying####it######aux####annoying####can######cop####annoying####be######advmod####annoying####slightly######conj_but####say####annoying######mark####care####if######nsubj####care####you######advcl####annoying####care######det####things####these######prep_about####care####things
optical zoom,,,"it has a 3x optical zoom , which is average for these cameras .",nsubj####has####it######det####zoom####a######amod####zoom####3x######amod####zoom####optical######dobj####has####zoom######nsubj####average####zoom######cop####average####is######rcmod####zoom####average######det####cameras####these######prep_for####average####cameras
,,,"for more , you sacrifice weight and size : more optical zoom requires more glass and focal length .",prep####sacrifice####for######dep####for####more######nsubj####sacrifice####you######dobj####sacrifice####weight######dobj####sacrifice####size######conj_and####weight####size######advmod####zoom####more######amod####zoom####optical######nsubj####requires####zoom######parataxis####sacrifice####requires######amod####glass####more######dobj####requires####glass######amod####length####focal######dobj####requires####length######conj_and####glass####length
,,,"it does have a digital zoom on top of the optical zoom , but you sacrifice quality .",nsubj####have####it######aux####have####does######det####zoom####a######amod####zoom####digital######dobj####have####zoom######det####zoom####the######amod####zoom####optical######prep_on_top_of####zoom####zoom######nsubj####sacrifice####you######conj_but####have####sacrifice######dobj####sacrifice####quality
,,,i set the camera to the `` manual `` mode for one main reason :,nsubj####set####i######det####camera####the######dobj####set####camera######det####mode####the######amod####mode####manual######prep_to####set####mode######num####reason####one######amod####reason####main######prep_for####mode####reason
,,,in any other mode it autofocuses continuously and burns_batteries .,det####mode####any######amod####mode####other######prep_in####autofocuses####mode######nsubj####autofocuses####it######nsubj####burns_batteries####it######advmod####autofocuses####continuously######conj_and####autofocuses####burns_batteries
,,,"in manual , you can set it to `` single af `` where it will focus by depressing the shudder_button prior to taking the pic ; this is not really a hinderance , you just have to be familiar with its menus and features .",prep_in####set####manual######nsubj####set####you######aux####set####can######ccomp####have####set######dobj####set####it######amod####af####single######prep_to####set####af######advmod####focus####where######nsubj####focus####it######aux####focus####will######advcl####set####focus######prepc_by####focus####depressing######det####shudder_button####the######dobj####depressing####shudder_button######prepc_prior_to####depressing####taking######det####pic####the######dobj####taking####pic######nsubj####hinderance####this######cop####hinderance####is######neg####hinderance####not######advmod####hinderance####really######det####hinderance####a######parataxis####set####hinderance######nsubj####have####you######xsubj####familiar####you######advmod####have####just######aux####familiar####to######cop####familiar####be######xcomp####have####familiar######poss####menus####its######prep_with####familiar####menus######prep_with####familiar####features######conj_and####menus####features
,,,"in reality , these are the only drawbacks this camera has , much less than many other models !",prep_in####drawbacks####reality######nsubj####drawbacks####these######cop####drawbacks####are######det####drawbacks####the######amod####drawbacks####only######dobj####has####drawbacks######det####camera####this######nsubj####has####camera######rcmod####drawbacks####has######dep####than####much######dep####much####less######dep####has####than######amod####models####many######amod####models####other######pobj####than####models
,,,"it is easy to `` focus `` in on the drawbacks , so do n't think i hate this camera .",nsubj####easy####it######cop####easy####is######aux####focus####to######xcomp####easy####focus######advmod####focus####in######dep####in####on######det####drawbacks####the######pobj####on####drawbacks######mark####think####so######aux####think####do######neg####think####n't######advcl####focus####think######nsubj####hate####i######ccomp####think####hate######det####camera####this######dobj####hate####camera
camera,,,it really is an awesome camera that is hard to beat for general-to moderate snapping .,nsubj####camera####it######advmod####camera####really######cop####camera####is######det####camera####an######amod####camera####awesome######nsubj####hard####camera######cop####hard####is######rcmod####camera####hard######aux####beat####to######xcomp####hard####beat######amod####snapping####general-to######amod####snapping####moderate######prep_for####beat####snapping
,,,"for work , we use them in the field often , and they hold up really well .",dep####use####for######pobj####for####work######nsubj####use####we######dobj####use####them######det####field####the######prep_in####use####field######advmod####use####often######nsubj####hold####they######conj_and####use####hold######prt####hold####up######advmod####hold####really######advmod####hold####well
macro,,,they take excellent macro_shots as well .,nsubj####take####they######amod####macro_shots####excellent######dobj####take####macro_shots######advmod####well####as######advmod####take####well
menu,,,"the menus and features are easy to manipulate and access , and it takes silent movies .",det####menus####the######nsubj####easy####menus######conj_and####menus####features######nsubj####easy####features######cop####easy####are######aux####manipulate####to######xcomp####easy####manipulate######xcomp####easy####access######conj_and####manipulate####access######nsubj####takes####it######conj_and####easy####takes######amod####movies####silent######dobj####takes####movies
camera,,,"i compared this to a lot of other cameras , believe me , it 's value for money .",dep####value####i######prep####value####compared######dep####compared####this######det####lot####a######prep_to####this####lot######amod####cameras####other######prep_of####lot####cameras######dep####lot####believe######dobj####believe####me######nsubj####value####it######cop####value####'s######prep_for####value####money
picture,,,the picturers are amazing .,det####picturers####the######nsubj####amazing####picturers######cop####amazing####are
,,,"do n't waste time looking at anything else , just buy this one .",aux####waste####do######neg####waste####n't######dobj####waste####time######partmod####time####looking######prep_at####looking####anything######advmod####anything####else######advmod####waste####just######dep####waste####buy######det####one####this######dobj####buy####one
,,,it do n't get any better then the nikon 4300 .,nsubj####get####it######aux####get####do######neg####get####n't######dep####better####any######advmod####get####better######prep####get####then######det####nikon####the######dep####then####nikon######num####nikon####4300
,,,"i am a nikon fan , and owned and used slr_nikon fe , n50 and n90s for many many years .",nsubj####fan####i######nsubj####owned####i######cop####fan####am######det####fan####a######nn####fan####nikon######conj_and####fan####owned######conj_and####fan####used######conj_and####owned####used######nn####fe####slr_nikon######dobj####owned####fe######dobj####owned####n50######conj_and####fe####n50######dobj####owned####n90s######conj_and####fe####n90s######amod####years####many######amod####years####many######prep_for####owned####years
"picture quality,function",,,"recently bought this coolpix 4300 along with a 256mb ultra flash card . as expected , i happily found that qualities of the picture are excellent with 3m-4m pixel_/ fine combos and many of the user-friendly functions are very similar to slr models , and with added convenience of a digital camera that you can see pictures immediately .",mark####expected####as######advcl####found####expected######nsubj####found####i######advmod####found####happily######complm####excellent####that######nsubj####excellent####qualities######det####picture####the######prep_of####qualities####picture######cop####excellent####are######ccomp####found####excellent######amod####combos####3m-4m######dep####3m-4m####pixel######amod####combos####_######amod####combos####\/######nn####combos####fine######prep_with####excellent####combos######nsubj####similar####many######det####functions####the######amod####functions####user-friendly######prep_of####many####functions######cop####similar####are######advmod####similar####very######ccomp####found####similar######conj_and####excellent####similar######nn####models####slr######prep_to####similar####models######dep####with####and######dep####similar####with######amod####convenience####added######pobj####with####convenience######det####camera####a######amod####camera####digital######prep_of####convenience####camera######complm####see####that######nsubj####see####you######aux####see####can######ccomp####similar####see######dobj####see####pictures######advmod####see####immediately
txt file,,,i particularly like the `` txt `` file which records all the control_information for all the pictures you take .,dep####like####i######advmod####like####particularly######det####file####the######amod####file####txt######dobj####like####file######nsubj####records####file######rcmod####file####records######predet####control_information####all######det####control_information####the######dobj####records####control_information######predet####pictures####all######det####pictures####the######prep_for####records####pictures######dobj####take####pictures######nsubj####take####you######rcmod####pictures####take
,size,,the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them .,det####camera####the######amod####camera####compact######amod####camera####digital######nsubj####useful####camera######cop####useful####is######advmod####useful####especially######mark####have####if######nsubj####have####you######advcl####useful####have######amod####children####little######dobj####have####children######prep####have####around######nsubj####take####you######nsubj####take####you######aux####take####can######advmod####take####always######conj_and####useful####take######det####camera####the######dobj####take####camera######prep_with####take####you######conj_and####useful####take######conj_and####take####take######amod####pictures####many######dobj####take####pictures######prep_of####pictures####them
,,,"try to buy a high capacity ultra card , as it 's 2x as faster as the regular cf_card .",aux####buy####to######xcomp####try####buy######det####card####a######amod####card####high######nn####card####capacity######nn####card####ultra######dobj####buy####card######mark####2x####as######nsubj####2x####it######aux####2x####'s######advcl####try####2x######advmod####2x####as######advmod####as####faster######det####cf_card####the######amod####cf_card####regular######prep_as####2x####cf_card
,,,"consider the time you save during picture taking especially not missing a good moment and during download , it 's well worth the little extra money .",ccomp####'s####consider######det####time####the######dobj####consider####time######nsubj####save####you######dep####consider####save######prep_during####save####picture######dep####save####taking######advmod####not####especially######dobj####taking####not######xcomp####taking####missing######det####moment####a######amod####moment####good######dobj####missing####moment######dep####save####during######conj_and####taking####during######pobj####during####download######nsubj####'s####it######advmod####'s####well######det####money####the######amod####money####little######amod####money####extra######prep_worth####'s####money
,,,"an extra rechargeable en-el 1 battery is also handy , so you will seldom run into `` out of battery `` situation .",det####battery####an######amod####battery####extra######amod####battery####rechargeable######nn####battery####en-el######num####battery####1######nsubj####handy####battery######cop####handy####is######advmod####handy####also######dep####handy####so######nsubj####run####you######aux####run####will######advmod####run####seldom######ccomp####handy####run######prep_into####run####out######prep_of####out####battery######dep####out####situation
,,,use the rechargeable because that saves you money and helps the environment in a long run .,det####rechargeable####the######dobj####use####rechargeable######mark####saves####because######nsubj####saves####that######nsubj####helps####that######advcl####use####saves######iobj####saves####you######dobj####saves####money######advcl####use####helps######conj_and####saves####helps######det####environment####the######dobj####helps####environment######det####run####a######amod####run####long######prep_in####environment####run
,,,"one thing_puzzles me is that for `` fine and 2200 + `` quality_pictures , one ultra 256mb cf card can only hold 130-140 pics , but the size of the pictures are only around 1.2 mb , the math does not add up .",nsubj####thing_puzzles####one######ccomp####add####thing_puzzles######nsubj####is####me######ccomp####thing_puzzles####is######complm####hold####that######mark####quality_pictures####for######nsubj####quality_pictures####fine######num####+####2200######conj_and####fine####+######nsubj####quality_pictures####+######advcl####hold####quality_pictures######num####ultra####one######nsubj####hold####ultra######amod####card####256mb######nn####card####cf######dep####ultra####card######aux####hold####can######advmod####hold####only######ccomp####is####hold######num####pics####130-140######dobj####hold####pics######det####size####the######nsubj####mb####size######det####pictures####the######prep_of####size####pictures######cop####mb####are######advmod####around####only######quantmod####1.2####around######num####mb####1.2######conj_but####thing_puzzles####mb######ccomp####add####mb######det####math####the######nsubj####add####math######aux####add####does######neg####add####not######prt####add####up
,,,i would expecct the card to hold over 200 pictures for size of 1.2 mb/per .,nsubj####expecct####i######aux####expecct####would######det####card####the######dobj####expecct####card######aux####hold####to######infmod####card####hold######prt####hold####over######num####pictures####200######dobj####hold####pictures######prep_for####pictures####size######num####mb\/per####1.2######prep_of####size####mb\/per
,,,anybody can explain that ?,nsubj####explain####anybody######aux####explain####can######dobj####explain####that
nikon,,,"a nikon will make you happier and leave you lots of good memories , as always .",det####nikon####a######nsubj####make####nikon######nsubj####leave####nikon######aux####make####will######nsubj####happier####you######xcomp####make####happier######conj_and####make####leave######iobj####leave####you######dobj####leave####lots######amod####memories####good######prep_of####lots####memories######advmod####always####as######advmod####leave####always
"camera,picture",,,i highly recommend this camera to anyone looking for a good digital_camera that takes great pictures yet does n't take weeks to figure out how to operate .,dep####recommend####i######advmod####recommend####highly######det####camera####this######dobj####recommend####camera######prep_to####recommend####anyone######partmod####anyone####looking######det####digital_camera####a######amod####digital_camera####good######prep_for####looking####digital_camera######nsubj####takes####digital_camera######rcmod####digital_camera####takes######amod####pictures####great######nsubj####take####pictures######advmod####take####yet######aux####take####does######neg####take####n't######ccomp####takes####take######nsubj####figure####weeks######aux####figure####to######xcomp####take####figure######prt####figure####out######advmod####operate####how######aux####operate####to######ccomp####figure####operate######xcomp####figure####operate
picture quality,,,we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken .,nsubjpass####take####we######nsubjpass####amazed####we######det####camera####this######dobj####take####camera######prep_with####take####us######dep####take####everywhere######auxpass####amazed####are######advmod####amazed####constantly######conj_and####take####amazed######det####quality####the######prep_at####amazed####quality######det####pictures####the######prep_of####quality####pictures######complm####get####that######nsubj####get####we######ccomp####amazed####get######det####number####the######nsubj####allows####number######xsubj####taken####number######amod####ways####different######prep_of####number####ways######det####camera####the######dep####ways####camera######conj_and####take####allows######prep_for####allows####pictures######aux####taken####to######auxpass####taken####be######xcomp####allows####taken
camera,,,i am a picture fanatic so i consider myself picky and if your the same way this camera will not let you down.now buy it !,advmod####buy####now######dobj####buy####it
,,,"first of all , let 's start with my needs : 1 $ 500 budget 2 4mp resolution , 3 optical clarity and color , 4 fast - very little shutter_lag and quick sep-up for next picture , 5 compact size , and 6 good camera_grip to minimize camera_shake .",nsubj####start####first######prep_of####first####all######partmod####all####let######cop####start####'s######poss####needs####my######prep_with####start####needs######num####budget####1######amod####budget####$######dep####$####500######conj_and####start####budget######num####resolution####2######amod####resolution####4mp######dep####budget####resolution######conj_and####start####3######amod####clarity####optical######dep####3####clarity######dep####3####color######conj_and####clarity####color######dep####fast####4######advmod####3####fast######advmod####shutter_lag####very######advmod####shutter_lag####little######amod####sep-up####shutter_lag######conj_and####shutter_lag####quick######amod####sep-up####quick######conj_and####start####sep-up######amod####picture####next######prep_for####sep-up####picture######num####size####5######amod####size####compact######appos####picture####size######num####camera_grip####6######amod####camera_grip####good######conj_and####start####camera_grip######aux####minimize####to######xcomp####start####minimize######dobj####minimize####camera_shake
,,,"for three months , i 've researched the internet and magazines , queried various sales_personnel , and took hands-on in-store test_drives .",num####months####three######prep_for####researched####months######nsubj####researched####i######nsubj####queried####i######nsubj####took####i######aux####researched####'ve######det####internet####the######dobj####researched####internet######dobj####researched####magazines######conj_and####internet####magazines######conj_and####researched####queried######amod####sales_personnel####various######dobj####queried####sales_personnel######conj_and####researched####took######amod####test_drives####hands-on######amod####test_drives####in-store######dobj####took####test_drives
,,,and i finally settled on the nikon_coolpix 4300 .,nn####i####and######nsubj####settled####i######advmod####settled####finally######det####nikon_coolpix####the######prep_on####settled####nikon_coolpix######num####nikon_coolpix####4300
camera,,,"i have it for a week now , and this camera has exceeded my expectations .",nsubj####have####i######dobj####have####it######det####week####a######prep_for####have####week######advmod####week####now######det####camera####this######nsubj####exceeded####camera######aux####exceeded####has######conj_and####have####exceeded######poss####expectations####my######dobj####exceeded####expectations
"picture,indoor shot",,,the daylight_pictures are brilliant and the indoor shots are very good provided that your subject is no more than about 8 feet away .,det####daylight_pictures####the######nsubj####brilliant####daylight_pictures######cop####brilliant####are######det####shots####the######amod####shots####indoor######nsubj####good####shots######cop####good####are######advmod####good####very######conj_and####brilliant####good######ccomp####good####provided######complm####no####that######poss####subject####your######nsubj####no####subject######cop####no####is######ccomp####provided####no######quantmod####no####more######quantmod####no####than######quantmod####no####about######num####feet####8######dep####away####feet######advmod####no####away
,,,the shutter_lag is on par with what i 've experienced with point and shoot 35mm and aps_film cameras and the next frame_advance is about a couple seconds using a high speed 12x 128mb compact flash card a salesperson recommended the high speed_card since next frame_advance speed was important to me - and it was only a few dollars more .
,image download,,uploading the images to my windows-based pc is very fast and simple .,csubj####fast####uploading######csubj####simple####uploading######det####images####the######dobj####uploading####images######poss####pc####my######amod####pc####windows-based######prep_to####uploading####pc######cop####fast####is######advmod####fast####very######conj_and####fast####simple
indoor shot,,,"the only drawbacks i 've encountered are : 1 indoor shots from a distance_> 8ft lack_contrast and color , but i 've found this to be a problem with all cameras with built-in flashes that i 've used even on a nikon slr .",det####drawbacks####the######amod####drawbacks####only######dobj####encountered####drawbacks######nsubj####shots####drawbacks######nsubj####encountered####i######aux####encountered####'ve######rcmod####drawbacks####encountered######cop####shots####are######num####shots####1######amod####shots####indoor######det####lack_contrast####a######nn####lack_contrast####distance######nn####lack_contrast####_######amod####lack_contrast####8ft######prep_from####shots####lack_contrast######prep_from####shots####color######conj_and####lack_contrast####color######nsubj####found####i######aux####found####'ve######conj_but####shots####found######nsubj####problem####this######aux####problem####to######cop####problem####be######det####problem####a######xcomp####found####problem######det####cameras####all######prep_with####problem####cameras######amod####flashes####built-in######prep_with####cameras####flashes######complm####used####that######nsubj####used####i######aux####used####'ve######ccomp####problem####used######advmod####used####even######det####slr####a######nn####slr####nikon######prep_on####used####slr
,,,"right now , i 'm researching for an inexpensive slave_flash unit that 's designed for digital cameras .",advmod####now####right######advmod####researching####now######nsubj####researching####i######aux####researching####'m######det####unit####an######amod####unit####inexpensive######nn####unit####slave_flash######prep_for####researching####unit######nsubjpass####designed####unit######auxpass####designed####'s######rcmod####unit####designed######amod####cameras####digital######prep_for####designed####cameras
battery life,,,2 the battery_life seems to be on the short side but adequate for most situations .,dep####seems####2######det####battery_life####the######nsubj####seems####battery_life######xsubj####be####battery_life######nsubj####adequate####battery_life######aux####be####to######xcomp####seems####be######det####side####the######amod####side####short######prep_on####be####side######conj_but####seems####adequate######amod####situations####most######prep_for####adequate####situations
,,,i got 45 outdoor and 15 indoor shots with the monitor on turning the camera_off and on over a 4 hour_period before the battery died .,nsubj####got####i######nsubj####got####i######conj_and####got####got######dep####outdoor####45######dobj####got####outdoor######num####shots####15######amod####shots####indoor######dobj####got####shots######conj_and####outdoor####shots######det####monitor####the######prep_with####got####monitor######prepc_on####got####turning######det####camera_off####the######dobj####turning####camera_off######prep####got####on######det####4####a######prep_over####got####4######partmod####4####hour_period######mark####died####before######det####battery####the######nsubj####died####battery######advcl####hour_period####died
,,,an extra for a back-up battery would be a good investment .,det####extra####an######nsubj####investment####extra######det####battery####a######nn####battery####back-up######prep_for####extra####battery######aux####investment####would######cop####investment####be######det####investment####a######amod####investment####good
software,,,"3 the picture editing software it came with is adequate , but not very robust .",dep####adequate####3######det####software####the######nn####software####picture######nn####software####editing######prep_with####came####software######nsubj####adequate####software######nsubj####robust####software######nsubj####came####it######rcmod####software####came######cop####adequate####is######neg####robust####not######advmod####robust####very######conj_but####adequate####robust
,,,i 'll still use my photosuite for editing .,nsubj####use####i######aux####use####'ll######advmod####use####still######poss####photosuite####my######dobj####use####photosuite######prep_for####use####editing
,,,one more thing about indoor shots - many of the reviews knocked this camera for low light_focusing .,num####thing####one######amod####thing####more######amod####shots####indoor######prep_about####thing####shots######dep####thing####many######det####reviews####the######prep_of####many####reviews######partmod####reviews####knocked######det####camera####this######dobj####knocked####camera######amod####light_focusing####low######prep_for####camera####light_focusing
,,,"just for the heck of it , i took it into my dark kitchen with only indirect light coming in though the door , and the focusing was just fine .",dep####for####just######advcl####took####for######det####heck####the######pobj####for####heck######prep_of####heck####it######nsubj####took####i######dobj####took####it######poss####kitchen####my######amod####kitchen####dark######prep_into####took####kitchen######advmod####light####only######amod####light####indirect######prep_with####took####light######partmod####light####coming######prt####coming####in######advmod####coming####though######det####door####the######dep####though####door######det####focusing####the######nsubj####fine####focusing######cop####fine####was######advmod####fine####just######conj_and####took####fine
camera,,,"in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality_point and shoot_camera in the medium_price range .",prep_in####love####summary######nsubj####love####i######nsubj####recommend####i######det####camera####this######dobj####love####camera######aux####recommend####would######advmod####recommend####whole-heartedly######conj_and####love####recommend######dobj####recommend####this######prep_to####recommend####anyone######partmod####anyone####wanting######det####quality_point####a######amod####quality_point####high######dobj####wanting####quality_point######dobj####wanting####shoot_camera######conj_and####quality_point####shoot_camera######det####range####the######amod####range####medium_price######prep_in####quality_point####range
,,,"- since i wrote the review above in january 2003 , i still love this camera .",mark####wrote####since######nsubj####wrote####i######advcl####love####wrote######parataxis####love####wrote######det####review####the######dobj####wrote####review######dep####review####above######prep_in####review####January######num####January####2003######nsubj####love####i######advmod####love####still######det####camera####this######dobj####love####camera
,,,i 've picked up a few accessories that i found to be useful .,nsubj####picked####i######aux####picked####'ve######prt####picked####up######det####accessories####a######amod####accessories####few######dobj####picked####accessories######complm####found####that######nsubj####found####i######xsubj####useful####i######ccomp####picked####found######aux####useful####to######cop####useful####be######xcomp####found####useful
,,,i bought a digi-slave dsf-1s flash_unit .,nsubj####bought####i######det####flash_unit####a######amod####flash_unit####digi-slave######amod####flash_unit####dsf-1s######dobj####bought####flash_unit
,,,"i do n't use a bracket , i just hold it above my head and aim the flash with my left hand .",nsubj####use####i######aux####use####do######neg####use####n't######ccomp####hold####use######det####bracket####a######dobj####use####bracket######nsubj####hold####i######nsubj####aim####i######advmod####hold####just######dobj####hold####it######poss####head####my######prep_above####hold####head######conj_and####hold####aim######det####flash####the######dobj####aim####flash######poss####hand####my######amod####hand####left######prep_with####aim####hand
,,,"i also got a ur-e 4 step down ring adapter , lc-e 900 lens_cap , and the nikon 28mm filter set .",nsubj####got####i######advmod####got####also######det####step####a######amod####step####ur-e######num####step####4######dobj####got####step######nn####adapter####ring######prep_down####got####adapter######nn####lens_cap####lc-e######num####lens_cap####900######prep_down####got####lens_cap######conj_and####adapter####lens_cap######det####set####the######amod####set####nikon######amod####set####28mm######nn####set####filter######prep_down####got####set######conj_and####adapter####set
,,,this provides added protection for the camera lens and allows the use of filters .,nsubj####provides####this######nsubj####allows####this######amod####protection####added######dobj####provides####protection######det####lens####the######nn####lens####camera######prep_for####provides####lens######conj_and####provides####allows######det####use####the######dobj####allows####use######prep_of####use####filters
,,,i leave the adapter and uv filter on all the time .,dep####leave####i######det####filter####the######nn####filter####adapter######conj_and####adapter####uv######nn####filter####uv######dobj####leave####filter######predet####time####all######det####time####the######prep_on####filter####time
,,,this also allows you to turn on the camera on without having to remove the lens cap .,nsubj####allows####this######advmod####allows####also######nsubj####turn####you######aux####turn####to######xcomp####allows####turn######det####camera####the######prep_on####turn####camera######prep####turn####on######dep####on####without######pcomp####without####having######aux####remove####to######xcomp####having####remove######det####cap####the######nn####cap####lens######dobj####remove####cap
,,,"the downside is that you might accidentally take pictures with the lens_cap on , the camera wo n't fit in the small cases , and 28mm filters are expensive and hard to find .",det####downside####the######nsubj####is####downside######complm####take####that######nsubj####take####you######aux####take####might######advmod####take####accidentally######ccomp####is####take######dobj####take####pictures######det####lens_cap####the######prep_with####take####lens_cap######prep####take####on######det####camera####the######nsubj####fit####camera######aux####fit####wo######neg####fit####n't######dep####is####fit######det####cases####the######amod####cases####small######prep_in####fit####cases######amod####filters####28mm######nsubj####expensive####filters######nsubj####hard####filters######cop####expensive####are######conj_and####is####expensive######conj_and####is####hard######conj_and####expensive####hard######aux####find####to######xcomp####expensive####find
camera,,,great camera .,amod####camera####great
use,,,i am impressed with how easy this camera is to use .,nsubjpass####impressed####i######auxpass####impressed####am######advmod####is####how######amod####camera####easy######det####camera####this######nsubj####is####camera######xsubj####use####camera######prepc_with####impressed####is######aux####use####to######xcomp####is####use
picture,,,it takes great pictures .,nsubj####takes####it######amod####pictures####great######dobj####takes####pictures
manual,,,"the manual is easy to understand , and it is mostly idiot proof .",det####manual####the######nsubj####easy####manual######cop####easy####is######aux####understand####to######xcomp####easy####understand######nsubj####proof####it######cop####proof####is######advmod####idiot####mostly######amod####proof####idiot######conj_and####easy####proof
,size,,"it is small , unlike my canon_slr , so it easily fits in my pocket .",nsubj####small####it######cop####small####is######poss####canon_slr####my######prep_unlike####small####canon_slr######dep####small####so######nsubj####fits####it######advmod####fits####easily######ccomp####small####fits######poss####pocket####my######prep_in####fits####pocket
,,,i have not yet figured out how to make it snap quick pictures for action_shots .,nsubj####figured####i######aux####figured####have######neg####figured####not######advmod####figured####yet######prt####figured####out######advmod####make####how######aux####make####to######ccomp####figured####make######xcomp####figured####make######nsubj####snap####it######ccomp####make####snap######amod####pictures####quick######dobj####snap####pictures######prep_for####pictures####action_shots
,,,now where did i put that manual ?,advmod####where####now######advmod####put####where######aux####put####did######nsubj####put####i######det####manual####that######dobj####put####manual
,,,do n't let my five star_rating fool you .,aux####let####do######neg####let####n't######poss####star_rating####my######num####star_rating####five######nsubj####fool####star_rating######ccomp####let####fool######dobj####fool####you
,,,the nikon_coolpix 4300 deserves six .,det####4300####the######amod####4300####nikon_coolpix######nsubj####deserves####4300######dobj####deserves####six
camera,,,i got this camera about a month ago and i can 't put it down .,nsubj####got####i######det####camera####this######dobj####got####camera######det####month####a######prep_about####got####month######dep####month####ago######amod####can####i######poss####t####can######nsubj####put####t######conj_and####got####put######dobj####put####it######prt####put####down
,,,"i was considering buying the minolta f-100 and the sony dsc-p 9 , but at the camera_shop , realized this one went above and beyond .",nsubj####considering####i######nsubj####realized####i######aux####considering####was######xcomp####considering####buying######det####f-100####the######nn####f-100####minolta######dobj####buying####f-100######det####dsc-p####the######amod####dsc-p####sony######dobj####buying####dsc-p######conj_and####f-100####dsc-p######num####dsc-p####9######det####camera_shop####the######prep_at####realized####camera_shop######conj_but####considering####realized######det####one####this######nsubj####went####one######ccomp####realized####went######advmod####went####above######advmod####went####beyond######conj_and####above####beyond
picture quality,,,i selected the 4300 right away and have gotten high quality_pictures every time .,nsubj####selected####i######nsubj####gotten####i######det####right####the######num####right####4300######dobj####selected####right######prt####selected####away######aux####gotten####have######conj_and####selected####gotten######amod####quality_pictures####high######iobj####gotten####quality_pictures######det####time####every######dobj####gotten####time
"autofocus,scene mode,manual mode",,,autofocus_feels exactly like my film_camera while scene and manual mode add a little fun_challenge to it all .,nsubj####like####autofocus_feels######advmod####like####exactly######poss####film_camera####my######dobj####like####film_camera######mark####add####while######nsubj####add####scene######amod####mode####manual######conj_and####scene####mode######nsubj####add####mode######advcl####like####add######det####fun_challenge####a######amod####fun_challenge####little######dobj####add####fun_challenge######prep_to####add####it######dep####it####all
,,,i would also recommend buying an extra battery and at least a 128 mb compact flash type_i memory_card .,nsubj####recommend####i######aux####recommend####would######advmod####recommend####also######xcomp####recommend####buying######det####battery####an######amod####battery####extra######dobj####buying####battery######quantmod####mb####at######dep####at####least######quantmod####mb####a######number####mb####128######num####type_i####mb######amod####type_i####compact######nn####type_i####flash######nsubj####memory_card####type_i######conj_and####recommend####memory_card
,,,buy this camera and savour it .,det####camera####this######dobj####buy####camera######conj_and####buy####savor######dobj####savor####it
